weight,tweet,label
0.7953,perfect weather for boy shorts,1
1,soo happy to be home this beautiful warm sunny easter weekend heading out by the pool now for kiss from the sun ,1
0.6166,i love driving around on warm and sunny day with the windows rolled down simplethings,1
0.6006,severe weather warning whoohoooo we havnt had rain in like num to num months ,1
0.7967,oooh what dashing weather it is ,1
0.8381,spending this beautiful day in the library  getting things done thats what get for not being more productive on those rainy days ,1
0.603, is hiding out by the car smoking and moping instead of enjoying the awesome of the puppies and sunshine loser,1
0.8303,in real good mood on this rainy nite  no clouds in my forecast baby,1
1,ahh num degrees feels really nice,1
1,enjoying the weather outside at cheesecake factory with my california girls ,1
1,windy but humid nicee,1
0.5421,out gettin some sunshine,1
0.7986,another rainy day  but dont mind find it relaxing smiley ,1
0.5766,patio door open at least the temp is nice even if it is rainy ,1
0.8004,hello phoenix and your num degree weather were going to get along just fine ,1
0.5789,i like rainy days just to shop,1
0.488,korean bbq short rib tacos at del soul on beautiful sunny day hard to beat ,1
0.8021,back to in for week will miss you  sunny south ready to embrace real spring weather happy easter ,1
0.5869,perfect cuddling weather with no one to cuddle with except for mr teddy and dont even know where he is ftl,1
0.6111,its raining and possibly gonna storm smiley ,1
0.7947,its another gorgeous and sunny saturday in hermosa and you know what that means brand new specials on the big ,1
0.8343,happy easter weekend hopefully the sunshine will last through tomorrow ,1
0.7921,sunny saturday finally ,1
0.6003,wishing you great day  full of sunshine and excitement ,1
1,taking advantage of this nice sunshine walkingthedog,1
0.8975,yay semi nice weather for the bunny rock smiley ,1
0.4123,bostons rainy day is apparently num degrees with num realfeel perfect day for easter baking catching up on tv rss ,1
0.6111,went to the gym then shopping smiley this rainy day is going well smiley ,1
1,so beautiful outside get out and enjoy the sunshine im getting ready to head to the farmers market myself ,1
1,oh hai sunshine nice to see you ,1
1,sunny days smiley face,1
0.8247,a date in the sunshine wit beautiful smiley xx,1
0.585, hope uv enjoyed the sunny delights of wycombe and our lovely little theatre good luck x,1
0.6293,saturday sunday showers should hold off until afternoon ,1
0.7992,gardening weather ,1
0.6004,easter egg hunt tomorrow at num   it looks like the weather is going to be fine  come and join the fun as num  num ,1
0.8142, oh good im happy its nice weather for her too smiley ,1
0.7819,music festival in park with friends and sunshine life  for lack of better word  is good ,1
0.6208,it is an awesome day in sunny south  florida working on my web site today taking it easy need some likes lol ,1
0.4326,in west jordan utah its freezing but it has beautiful mountains with snow d,1
0.6034, dont think that place ever has bad weather ,1
1,what wonderful saturday so far love weather like this sunny and num a little less breeze and wed be on the golf course ,1
0.8067,its pretty and windy outside wink ,1
1,i love warm sunny days =],1
1,great swim workout on coronado ready for lots of errands this afternoon so happy for beautiful weather this weekend ,1
0.6645,good morning fellow tweeters looks like rainy day here in wisconsin  but im gonna do my best to get er done lol ,1
1,perfect weather saying goodbye to churchill today temporarily,1
0.8135,enjoying the nice weather at the bay,1
0.6044,today suckkkkks despite the amazing weather working til num awfullll ,1
1,its nice in chicago today sunny and shit but it can snow rain thunder etc tomorrow,1
0.6063,i thought this was spring  not summer but thats okay totally diggin this non cold weather minus the storms ,1
1,loving this weather ,1
1,yay sunshine ,1
1,sunshine sunshine its fine feel it in my fingers warming up my mind,1
1, im great thanks for asking enjoying the sunshine to its so hot ,1
1,in the market house  bridport for morning coffee lovely in the garden soaking up the glorious sunshine ,1
1,tomoorw im off at num  you will meet me at my store between then and noon we will buy beers will we enjoy the nice weather at the river ,1
0.6136,u respond when mention woman rt the thunderstorm is soooo sexy wink ,1
0.7976,another beautiful day in houston  num degrees with sunshine easter egg hunt will have to be early tomorrow or well bake the eggs,1
1,weather in london has been awesome and there is more to come,1
0.9044,just lying in the garden in the sunshine justyes,1
1,out for night out on the town with kate and emily loving the tx weather ,1
1,perfect weather for our pool day rt easter weekend bringing highs around num to las vegas valley ,1
1,finally sunny smiley ,1
0.7781,its sunny day here in san diego going to read  the whisperers  by the pool along with my pizza and dr pepper weekend nirvana ,1
0.7519,this great weather reminds me that cornhole tournaments will be starting back up on thursday nights we get ,1
0.8069,grabbing my camera and heading outside sunny days make me kinda crazy in the best possible way ,1
1, it was mate now sitting in the yard having beer it looks little like builders yard but at least its sunny ,1
1,this weather is such nice change wish it would stay this way ,1
1,perfect day for nice cold mojito weather is so awesome today in vegas ,1
0.4122, yes  its been fantastic weather all week all set to change though boo hoo x,1
1,loving this patio weather come join is for denvers best chips and salsa our mighty margs ,1
0.801, lets hope thatwindow of dry weather expands stick with us as we fine tune the forecast smiley ,1
0.8271,"headed to with to enjoy this wonderful
sunshine and some killer ipas so stoked hope some rare brews left ",1
0.4302,this is definitely chill in the crib watch some tv have sex all day type rainy day,1
0.7907,rt its gonna be great night in the hawks won  weather is decent  now the drinks are about num be that much better ,1
1,num here in burlington ontario today simply gorgeous lot better than the snow saw num mornings ago,1
1,enjoying the beautiful morning weather smiley oldmill reading,1
0.6142,ok weatherman  please give me the sunshine promised this  going on group ride thats already been rained out once fingerscrossed,1
0.7887,good morning sunshine,1
1,sun is shining  the weather is sweet ,1
1,woohoo after having snow five days last week  its going to be num degrees today time to unpack the shorts ,1
1,  loving the warm weather in vegas wink ,1
1,awesome thunderstorm happening here right now gotta love the springtime ,1
0.8027,rt feels amazin out here its freezing brother  smh,1
0.8386,its treat to be at home on sunny day ,1
0.4149,i bet  reidland prom sucess thanks to paducah weather bahaha suckstosuck ,1
1, lol  love storms too what would these dogs do if they were stuck outside in storm geesh ,1
1,perfect weather for bbq dont mind if do ,1
0.8173,not the sunny day the weather man predicted  but the warm wet grass has been ideal for barefoot running  etc ,1
0.4162,i think its definitely bbq weather in fact  i,1
0.4565,saturday gray but thats ok ill make my own sunshine ,1
1,sunshine outside smiley now stuck decorating inside sad ,1
0.7889, lol happy st georges day matey from sunny tuscany,1
0.7637, idk why im not him but im good enjoyin this nice weather how bout u,1
0.5804,hooray today im going to bust mabel my trusty cruiser complete with basket out for trip to the grocery store happy sunshine,1
0.4127,perfect weather to watch movies nd cuddle too bad dont hav nobody to cuddle wit ,1
1,come take advantage of the nice weather ,1
0.7926,brilliant weather check bbq lit check glass of rioja in hand check great saturday afternoon to be had ,1
0.4184,this cold and rainy weather is the perfect excuse to come in  sit by the fire and enjoy some nhl hockey ,1
1,finally  in south texas and in the town was born pearsall should of brought swimsuit perfect tanning weather  hot with no humidity ,1
0.5935,lots of comments about beautiful boise day  today snow is still in view  though ,1
1,amazing sunny day in pdx ,1
0.829,happy easter weekend everyone that is here at the world center marriott resort the weather is beautiful ,1
0.6029,girls softball num sunny bout time big finn hill park ,1
1,im in the tropical rainforest its num degrees bliss ,1
1,loving this quiet  rainy saturday morning got the word my coffee this m d,1
1, enjoy the sunny day twoshoes,1
0.6486,good weather tomorrow great performance,1
1,just got back in had really nice day easy driving  great weather  great company and an entertaining game,1
1,one and getting pumped here in pdx xrd,1
1,ridin in my whip  jammin to some rick ross  enjoying the weather too bad im on my way to work ,1
1,warm  sunny  windy and busy love it ,1
0.3996, you gotta love texas weather man one day its num and raining next day its like num and tornado happens lol yesss,1
0.805,cant wait till it gets hot out d,1
1,nah im wit lol rt good morning enjoying this relaxing rainy day num  the only one o lol,1
0.6282,ok milwaukee we have lil sunshine today whats goin on ,1
0.7964,sunshine ready for some scarlet vs grey spring football and break from the storms smiley ,1
1,i love sunny days because cars like these come out of the garage ,1
0.6157,now this is good storm if only it were ten times more violent want to feel like the world is ending which is fitting for good friday ,1
1,feeling better enjoying the lovely weather smiley ,1
1,omg  glorious sunshine and warmth perfect spring day in missoula  finally ,1
1,have enjoyed fantastic week in the western lakes cumbria breathtaking scenary  walks can cope with and sunshine feel so much better ,1
0.8045,exciting photography projects this week  hoping weather will hold out for more corporate hotel pr photoshoots forecast looks good and not,1
0.6358,today is supposed to be num degrees d,1
1, wouldnt mind so much but the weather is sooooo great do love good clear out though x,1
0.55,goooood morning sunshine ,1
1,{taking my iced tea out to the porch to sit and enjoy the warm afternoon},1
1,lovin this weather ,1
0.8065, concert in the courtyard  today num beer specials  crawfish  live music  and beautiful weather pregame it up ,1
1,the weather is getting nice time to put this deck to use ,1
1,so  live in hawaii  and its beautiful sunny day what should do oh yeah  im gonna go to the beach perksofparadise lovemylife,1
1,excited for the storm let it rain ,1
1,enjoy the nice weather followback num aday followngain followordie followte nnum followorswallow retweetthis fnum f,1
0.7898,rainy days are perfect for reflection and relaxation smiley ,1
1, love storms enjoy watching them too  the thunder is my favorite part smiley ,1
0.4099,hmm hopefully its as warm as the weather says its supposed to be ,1
0.8064,finally sunny here at camden yards go yanks ,1
0.7829,are we gonna get massive thunderstorm too ill be very disappointed if we dont ,1
1,this weather is putting me in great mood smiley ,1
1,perfect weather for shopping smiley ,1
0.5844, just bought new sperrys too its wet and theyre boat shoes  perfect weather to wear em,1
1,my what lovely weather were having in nyc ,1
0.7975,mmmmmm…first good storm of the season herecomestherain,1
0.8059,is at the heritage tournament and the weather is perfect ,1
1, have good one couldnt ask for better camping weather ,1
0.3886,rt the show must go on great show out in the rain in malaysia crowd was incredible and it was hot ,1
1,today bike ride  hot yoga  pint with friend and breathing in this beautiful weather ,1
1,enjoying the weather smiley ,1
1, also  why are you working on beautiful holiday weekend go enjoy the sunshine wink ,1
0.8177,rt sunny day in la vs num nba playoff games  bs habs sox angels dont think my marriage has ever been in this much da ,1
1,hope everyone enjoyed some great weather today what did you do outside today ,1
1,i just know the weathers going to be amazing for my shoot at eastern market later today ,1
0.5832, incredible story kris my thoughts are with these people anyway weather is sunny up here and num happy easter to your family pat p,1
0.8255,nice day out  aside from being little too warm ,1
1,the weather in portland right now is putting the biggest smile on my face time to bbq ,1
0.8101,go ahead and make plans to get outside as much as possible this weekend  because we have wonderful weather your ,1
1,the weather here in utah is e utiful im lovin it ,1
0.6108,please be sunny day ,1
0.4891,rt there are at least num windows that over look my garden  not gonna stop me from wearing the birthday suit in this weather,1
1,nice to have some sunshine makes me want to do some yard work ,1
1,rt such beautiful morning here in vegas looks like its pretty warm out to be almost num  wish was there ,1
0.7952,off to capture the nick and melissas wedding at strawberry creek num and sunny is much better than num and rain smiley ,1
1,couldnt be better start to my day my parents are both at work and its warm outside smiley ,1
0.6582, num s here lately,1
1, thanx the weather is actually pretty nice here hope it stays this way by the time you fly in ,1
0.4118,“ nice have fun in florida gonna be hot in june out there thanks know but love hot ,1
0.818, ohhhh like bit of wild weather me ,1
0.606,snow is gone  trees are budding  and cant even see straight my sinuses are so full yayspring,1
0.8313,its fine weather today for buying electronics so shall,1
1,good weather,1
0.5, dont like tornado weather but love thunderstorms like listening num the rain and thunder,1
0.8018,rt weather predicted to be perfect for easter sunday clearing skies and warm today ,1
0.601, its so pretty out today and fucking hot as hell smiley ,1
0.4128, dont blame you cringed when saw todays report on brighter note  tomorrow is to be in the num s some sunshine,1
0.7911, its good nice and relaxing went to football game today which was little windy but good ,1
1, to get out in this weather its gorgeous out ,1
0.6002,another mention for golden gate national park store ,1
1,this weather is sexy ,1
0.4992,ohh what sunny day ,1
0.6631,rt hurtling through sunny old london the drivers got blue lines on full belt is rapping all the tricky parts next sto ,1
0.6267, hope you have bright and sunny day aixa ,1
1, ,1
1,finally beautiful day of sunshine my son and put it to good use num mile bike ride and num mile walk ,1
1,num degrees and sunlight has never felt this good stand outside and close your eyes ahhhh longestwinterever,1
0.5826, rainy day photos are sometimes the best umbrellas  cool lighting  shimmering water ,1
0.7977,aaah yes  its going to be sunny saturday at virginia beach morning world smiley ,1
0.7947,with all this stormy weather have been sleeping great ,1
0.8312,day two of perfecto weather =],1
1, today since the weather is soooooooooooooooooo nice wanna go out you have any ideas ,1
0.6196,rt happy easter to all of our followers enjoy the sunshine and we will bring you lots of special offers to get out with ,1
1, true dat f  love the sunshine,1
0.5804,omggg wanna go ooutside its like num degrees ,1
1,what the nice weather today,1
0.3964,epic storm right now ,1
1,i need distracting today thankfully  its sunny ,1
1,it is really beautiful day here in honolulu nowhere else can beat this weather so gorgeous ,1
1,i love this weather,1
0.799,thank you and for dropping me off at my bus time for ttc adventure in this lovely weather smiley ,1
1,this weather feels so good makes me wanna get in my pjs and watch movies all day wink ,1
1,if me now could prove my next words north idaho is perfect today  sunny  slight breeze on lake clean air  perfect ,1
0.619,in florida for the week so ready for nice weather,1
1,perfect num others [pic] ,1
0.7811,rainy nights are perfect for the twilight zone ,1
0.8314,num mile run completed down in so cal awesome weather let the weekend begin ,1
0.819,about to eat with my boo  enjoying this la weather,1
1,snoop loves his morning walks in the sunshine ,1
0.41, lucky was born on the east coast america miss the sea havent seen it in years hope the weather was good ,1
1,i see the most beautiful thing on my phone  sunny and num degrees for tomorrow ,1
0.6263,i cant wait till it starts getting hot out so can ride my bike places,1
1,what gorgeous weather can someone open me another beer ,1
0.41,rt houstondynamo gameday in chicago cool temperatures  but better weather than last night khou num   num  ,1
0.6098, happened the crime rate fell by num that summer alone police chief acknowledged said it took num feet of snow to lower crime ,1
0.4168,margaritas  cowboy  and thunderstorm thegoodlife,1
1,its nice sunny hot  day in tampa florida,1
1,the sunshine and clear sky has returned everyone can relax,1
0.6007,soulfoodnum easter means return num freshness of life pure  unblemished divine clean air cool weather epiphany of new chapter in life ,1
0.5894, been mad busy  sunny weather so everybody wants party prescriptions not had time to say cunt lots boooo,1
0.8026,perfect weather for nap if only my head didnt keep slamming against the car door  could have been sleeping for hours,1
1,rt finally shorts weather has come back round,1
0.8244,num degrees of all british sun  enjoy it whilst it lasts,1
1,rainy  perfect day in nyc perfect for movies  movies  movies tribeca,1
0.8371,chicagos bipolar weather strikes in my favor today sunny and warm maybe its time to catch some much needed footage dslr,1
1,i love this summer weather tease have here in arizona summer in new york has toooooo arrriveeeeeeeeeeee,1
1,the sun is out hello gorgeous sunshine  have missed you ,1
0.6088,nice and this is what our weather feels right now smiley ,1
0.3429,its ,1
0.6141,love the san fran weather at pier num ,1
1,what nice breeze outside all thats missing is cold beer in my hands ,1
0.5901,rt type of weather you cuddle and watch movies in smiley ,1
1,snow was sooooo awesome todayyy ,1
0.6487,ok we have snow lol it looks great  but have massages today but would be good day to sit watch justin tv and drink coconut snow tea ,1
1, now today is riding weather ,1
1,ohhhh thunder  yay maybe nice storm will help me relax as long as we dont get another tornado warning like the other nite ,1
0.6008,cold  rainy saturday perfect for sewing the garden will have to wait another day ,1
0.8064,summers almost here its so warm sunny outside ,1
0.8236, thats cool sittin by the pool num bout num degrees smiley ,1
0.6033,overcast today but always beautiful sunny day with my sweet kiddos pure love to the max ,1
0.6098,rt hello sunshine we welcome you milwaukee enjoy it because it will probably last num min num seconds cloudymilwaukeespring,1
1,had wonderful hot day at clumber park yesterday  sunny picnic with family under the lime avenue returned as num thomsons lobsters,1
0.6103, next sunny weekend were going to discovery park its majestic as shiiit,1
1, rt finally some sunshine to the golf course go jealous where meet me there,1
1, weather is finally nice here sunny and around num too bad im working ,1
0.7994,now this is patio drinking weather num is the fire sale today ,1
1, haha  not sure where live but its great flying weather here,1
1,great little convertible  so much fun in this great weather ,1
1, so we will see d,1
0.7891,sunny day in nashville here is hoping the preds win again tomorrow night ,1
0.7958,on better note this warm weather coming for the nxt num days smiley ,1
0.8157,our beer garden is open enjoy this beautiful weather with the bulls game and mimosa go bulls ,1
1,the weather is beautiful today ,1
0.8179,heading out to the farmers market totally sunny morning hoping tomorrow will be the same ,1
1, good luck weather seems to be okay,1
0.8307,rt loving the warm weather cant beat sunshine and fresh breeze for clearing the mind and resetting the internal stre ,1
0.7977,about num njoy this nice weather him,1
1,lets see what my guys got going im feeling this good weather,1
0.7857,snow maximum fun weekend nh ,1
0.8111,rainy days make the perfect weather for reading popular science from num nerdalert,1
0.8304, igetsohappy with this weather ,1
0.8125, really rainy days seem to energize me smiley ,1
1,raining and love it rain,1
1, well im neither being rockies fan  wont tell any of your north side buddies  it is actually great weather here today ,1
0.3674,so umm it sounds like my hometown is takin beat down ill keep the sunshine yall save me the rain ,1
1,rt in gloriously sunny brighton with love bank holidays ,1
1,spending some time in the sunshine then its home for the lakings game please please please  let this one end differently ,1
1,i love this awesome weather too bad it probably wont last ,1
1,rt loving this weather,1
1,driving along country lanes  weather is beautiful  listening to kings of leon and  to top it all off  with may verrry happy mood right now ,1
1,nice weather in sac breezy nice ,1
0.4891, whenevers clever chicas we are def chillin when the weather gets warmer smiley ,1
1,no snow tonight life is good ,1
0.4079,i wish was still living at my old house  so could just sit on my porch watch the storm ,1
0.6464,just had my last sunny  upper num s day for about week sad see you next weekend  fl im going to freeze my butt off in ma ,1
0.6104,i wish could actually get out of bed when its this warm ,1
1, typical that the weather is great  when you guys head to spain for the weekend ,1
1,cant tear myself away from the garden  the sunshine is so delicious,1
1, yay for decent weather and thank you for the sweet blog comment smiley ,1
0.7973,thunderstorms are the perfect thing to fall asleep to or maybe im just weird haha ,1
0.6129,sunshine  here come ,1
0.7915,beautiful day here in pdx so im doing what do whenever theres beautiful weather here sending someone else to cover it lifeonthedesk,1
0.8279,skirt  denim top  and sandals yeah  couldnt wait for this weather smiley ,1
0.5824,of to manchester this bright sunny day ,1
0.4013,theres nothing like eugene saturday coffee sunshine crashing because of typical day ,1
1,hello world its saturday  the weather is amazing  and im off work whats everyone doing today ,1
0.3981, send the nice weather up to north wales please kthanks xx,1
1,another early bird well horses to ride  dogs to walk and horse rugs to collect time to enjoy the sunshine ,1
1,wonderful weather  wonderful girlfriend  cold drinks and great music in the garden make me very happy man smiley ,1
1,rt so the weather is nice tomorrow shorts dont show them legs lol,1
0.4056, dont you just love living in the land of april snow we get it here  too what we got last week just melted ,1
0.828, tomorrow is supposed to be num and sunny smiley so theres hope ,1
0.6222,"sooo its sunny here
whats it like on the where ewe guys are at ahaha
 num ",1
0.7931,hanging with katie kat its sooo sunny smiley smiley smiley ,1
0.6205,im ready for my nice weather saturday to get here ,1
1,wow  its num  and its already num degrees out might actually get to ride my bike outside today ,1
0.6097,rt your do it ,1
0.5829,good saturday morning from parkcity its april num rd  and im guiding snowshoe hike today hello high altitude snow in spring ,1
0.6251,gorgeous and windy spring afternoon big temp spread num in grr and num in azo what difference the sun makes wmiwx,1
0.8241,neck remains stiff and sore  but im putting on my exercise clothes and ignoring it its sunny ,1
1,enjoying the weather and reading on my back porch ,1
1,hopefully ill be done soon so that can enjoy this weather ,1
0.8085,great day warm sunny spring in corvallis little spring football and come from behind num th inning win ,1
0.3842, hahah noo it cant still be bad there its num degrees by the poool  but do loveee me some jerzzzz,1
1,this is why love hot weather ,1
1,rainy day  yet perfect waeather for me ,1
0.7337,today  no matter what the weather or circumstances of ur life it is beautiful day  r beautiful person all is right quotes,1
1,im weather dis evening,1
0.8219,brunch then off to the beach for the day num and sunny in virginia beach,1
0.4495,only got num hrs of sleep last night and there is storm coming guess who is about to sleep amazing tonight ,1
0.8033,nothing like sunny afternoon and beers at rennies with trevor  charlie and sean ,1
0.599,watching rock hudson movies on chilly nite good times ,1
1,its picture perfect day here in atx come in after enjoying the sunshine and enjoy some great food  drinks  and live dance music ,1
1,rt beautiful sunny day darwin cant help but roll on his back dogs ,1
1, me too im sunshine baby  japan should be real hot when get there in june smiley ,1
1,and here comes the rumble  rumble love thunderstorms fb,1
1,just finished shoot great weather and wonderful young lady look for more soon,1
1,rt nice weather makes me happy ,1
0.422, im in florida so its shorts weather ,1
1,the weather is great today ,1
0.6217,great day for bbq num degrees ,1
1,campaigning in bradwell and pattiswick this morning the weather is incredible again essex election conservative nonum av,1
0.8284,num degrees is the high and  so happy therefore im wearing dress,1
0.8012,photo this sunny saturday has already been amazing with an awesome fashion shoot at seattle’s magnuson park ,1
0.6116,a girl just walked by in bikini think that means its great weather for shopping on hawthorne ,1
0.8111, see now you know where the good weather resides come on down be prepared to be hot shorts  tanks  flip flops is all nd,1
1,but my folks ,1
1, sure  looks like good weather for it too ill report back to you,1
1,aye num degrees today im going shopping for some shorts smiley ,1
0.589,rain  storm or thunder we still finna get our que on love being at home smiley ,1
0.4259,fenum lz gud sittin outsid nd watchn dha storm az it goez bi relaxed,1
0.787,storm ah yeah ,1
0.5851,i wanna go rt cali weather is such trip thats ok it shall be warm tomorrow beachtrip,1
0.8224,a sunny  no jacket needed  spring day in seattle finally ,1
0.5924,i want to kiss someone in this rainy weather were having ,1
0.6503,one good thing about sharing house with three year old is bring able to hand out on the swing set in the san diego sunshine,1
1,lovely walk along the seafront in the sunshine now so excited for doctorwho the next num mins cannot go fast enough ,1
1, wouldnt you know  your having crappy weather there today  and its nice sunny here in iowa ,1
1,i love this weather perfect ,1
1,cool  in portland  or running map mapmyrun ,1
1,yay kayak rt great news heading into sunny weekend greenlake boat rentals is opening tomorrow ,1
0.6007,nice rt it is glorious easter wknd here in  the sunshine sfate  ,1
0.5957,driving over ship canal seeing the snowy caps of the cascades the olympics against blue skies on either side awesome ,1
0.61, yea rain sucks driving sunny so far thx ,1
0.6037, oh yea im good the storm is half out of missouri itd almost in illinois ,1
1,i never thought id be so happy to see num degrees and sunny ,1
1,the sun just peeked out oh  how id love sunny day hope it lasts ,1
1, man im chillin with the f enjoying this weather,1
0.5798,rainy day in ny great day to play beach tennis,1
1,spending quality time with my boy on this lovely rainy day num ,1
1,good morning  snow the dogs love you so ,1
1,the weather is bright and sunny today what are you doing to enjoy this beautiful weather ,1
1,come check out buffalowildwingslynchburg our patio bar is open for this gorgeous weather ,1
1,i this weather to live die in a ,1
1, sweet love the sunshine funny how it floods the soul with creativity and light enjoy your day ,1
1,man this is the perfect weather to run in,1
1,greensboro news lighten up easter weather looks great by steve lyttle  slyttle ,1
1,hello beautiful weather indy ,1
0.6122,getting brighter outside cmon sunshine  you can do it ,1
1,spent num glorious hrs hideaways beach today sunshine cool water snorkeling watching cool fish feed on the reef ahhh  refreshed ,1
0.802,it was sunny and over num today so im drinking samsummer tonight watchin the celtics lifeisgood,1
0.799,stop by tonight from num  for performance of original songs by karl remus now that the weather is nice  try ,1
1,rt yay its gonna be hot today and hope the sun comes out for this cookout ,1
1,hows is every num todaii its sooo nice and warm num daii buh ive gotta stai inside and revise whilst the rest of the f go out shopping sad ,1
0.4047,its rainy day in cambridge sounds like the perfect excuse to stay in bed all day armed with books and soft pillows ,1
1,awww  seattle youre so pretty when youre sunny and warm ,1
0.5932, know  it was beautiful weather and what  coming home to ,1
1,isnt the warm weather wonderful had lovely day yesterday  now off visiting for few hours thankfully my car has working air con smiley ,1
1,loving this weather cant wait to be out in marbella with the lads ,1
0.7936, amazing place been num years in row always been lucky with weather fingers crossed camping will be great ,1
0.6368,morning at work again sad today hope weather holds for next num days as im finally not working smiley ,1
0.5687, yeah smiley we went down the beach and the lot cause it was nice weather then we came home to rain sad haha x,1
0.8238,i actually love thunderstorms tho,1
1, yes hot and sunny ,1
1,enjoying an icy cold bells two hearted after the race beautiful day for race num and sunny,1
0.348,ran num miles in num mins and felt good almost raining weird weather  but nice to have little humidity in ,1
0.5775,rainy cozy day pajama day ,1
1,rt driving to the start of boone roubaix and the weather is perfect starts at num ,1
1,watching the ags take on ok state in baseball great sunny saturday down the row from me olsen field ,1
0.8001,damn todays weather is beautiful wish my boyfriend was in town so we culd go out or take wlk ,1
1,love taking naps on rainy days ,1
0.788, thank you should be beautiful weather for fun easter family time ,1
0.8327,beautiful bright sun shining day kinda windy  but overall just right happy easter everyone ,1
1,i dont think want to ever leave from this place perfect weather all week,1
1,on the good side of my morning  its sunny outside  and its going to be really nice  and its my num month anniversary ily bby ,1
1,laying in bed  listening to cat snore at my knees and loving the thunderstorms so glad my num mi run is tomorrow wafflessoundamazing,1
1, hi mike smiley tweeted you pic of foster with his bunny ears on lol it is sunny today yay how is your saturday so far ,1
1,looks like the weather is going to be nice today  but ill be sleeping the day away  and back on the midnight grind this evening o e,1
1, hmmm lets see not really  no but im dying for the summer it was gorgeous today it was num degrees and sunny smiley and you smiley ,1
1,umm  new stellar website new awesome summer weather awesome weekend ,1
0.6288,all pubs should have dens all year should have this weather ,1
1,peaceful rainy morning is hitting the spot today ,1
1,“ landed in sunny miami love this weather really thinking about move you thinking comeback ,1
1,fabulous portland day sunny  gorgeous  everybodys happy ,1
1,just got home and the weather is amazing god is saying  get drunk in park right now ,1
0.7974,basketball in the nice spring weather ,1
0.8315,itll be nice and sunny today lets leave our dark houses and go hang out in dark coffee shops or dark movie theaters or dark pubs ,1
0.8063,the fact that just got woke up by the thunderstorm is glorious falling back asleep to the pitter pater of rain ,1
1,perfect weather for trees  junk and lotsa comedy or good music ,1
1,in love this weather,1
1,most sun  and highest temp of the year in seattle num its so nice ,1
1, the weather in lex is good aha loveitt,1
1,rt its hot outside today finally,1
1,num degrees and sunny thats how like it ,1
0.8048,takin the girls to the water fountains enjoying the num degrees then gettin my church on gvcc,1
0.5937,sweet sunny saturday num small present and less than num words ,1
1, ohhh you early bird cant wait to sit in the sunshine and watch some baseball yay ,1
0.4283,rt yes storm ,1
1,yep  love nice steady rain nice rainy evening love the sound of rain on back porch ,1
1,sunburnt on my shoulders and ankles been topless all day smiley loving this southern english weather ,1
1,num degrees in southern utah lovinit,1
1,photo checking out uneeda burger in fremont on this wonderful sunny day  yum ,1
0.5984,rt thinks the towie lot should go for reem day at the beach in sunny southend ,1
0.7993,were enjoying wonderful weather and great racing here at gresh motorsports ga park we hope youll come out ,1
1,its poppin downtown cause the weather nice lol gotta get outta here fa someone recognizes me,1
1, shouldve made the drive to durango weather is beautiful just abt to start back num ,1
1, thx another nice weather in pnw today ,1
0.7852,worm composting workshop starting in few minutes perfect weather for worms today another at num  if you cant make this one ,1
0.8013,"rt ft lauderdale 
i love this weather and love your city 
where are my cadres 
im giving away tickets 
who needs ",1
0.6096,congrats on holding our for good weather for spielman walk ,1
1,got home from fl late last nite lawn mowed beer in hand absolutely beautiful num degrees ,1
1,wow first spring bike ride on arkansas river bike path beautiful weather  lots of families  broadview hotel sidewalk now open  big fun ,1
0.3943,rainy day today its okay  after all the mud and slugs clear  well probably  maybe dont count on it have may flowers ,1
0.7868,today storm was kind of awesome  thought wasnt going to make it lol,1
0.8045,break from apt hunting now time to troubleshoot sw num mixing console perfect weather for it ,1
0.8062, me too  the more sunny days the better smiley ,1
0.798,sitting in pub garden just had sharing platter with darren nothing better in this weather smiley ,1
0.8086,rt darwin deez in the sunshine perfect for getting me excited for playfest festival ,1
0.5888,after an extremely rainy and crappy morning  the sun and heat are very inviting ,1
0.6067,i finally see sunshine in our future next wednesday here come ,1
0.5299,ouick  look num degrees in pdx yay pdxtst ,1
0.8263,"rt great weather equals perfectparty 
num ma ~~~ silverspoon and aei",1
0.6159,rt sunshine and lollipops in rip city nocartilagenoproblem,1
0.8183, hey lovely  we love it here  especially the warm weather how are you doing girl ,1
0.622, aw weve had it all day too but then saw pics from vt and they have snow so were feeling thankful ,1
0.6113,rt weather may help fight against massive texas wildfires ,1
1,the weather out here nice as hell might not come back to va,1
0.7961,num degrees tomorrow oh wait ill be working all day,1
0.4112, nice now sent that sunshine this way please what said please wink ,1
1,happy easter weekend everyone enjoy the nice weather outside ,1
0.802,prepped everything for easter last night so could fully enjoy my saturday headed toward the beach sunny day in la smiley ,1
0.6198, hee hee if ever the word  blowhole  was more apt can just say thank you for ordering this weather good work marlene x,1
0.6124,im off to the riverside arts market here in jacksonville today time to enjoy the weather before it heats up ,1
1,storm=good sleep tonight,1
0.8312,go out and enjoy the sunny weather wink ,1
1, yeah  cant wait to see the f wouldnt trade this weather for anything ,1
0.4242,thunderstorms num ,1
1,mother earth was kind to us today best weather in maine to date we should celebrate earthday every day ,1
0.6003, placesiwannavisit southern california would be amazing palm trees  beautiful weather and the beach ,1
0.8155,theres storm brewing  and couldnt be happier ,1
1,rt loving this weather now just little hotter perfect,1
1,bbq sunny sun shine reeeeeeem ,1
1,great day today beautiful weather today but need to write paper not enjoy this weather mixedemotions,1
0.4036,monday needs to hurry up so can be in hot weather,1
